"Year","Species.n","Age","M2"
2007,3,7,0.134669338815461
2008,2,7,0.0827022533846752
2008,3,7,0.149258714424257
2009,2,7,0.109641348554731
2009,3,7,0.154241933996437
2010,2,7,0.100644636504902
2010,3,7,0.184857859553479
2011,2,7,0.0962490960914772
2011,3,7,0.177632389855943
2012,2,7,0.0656764545827872
2012,3,7,0.145886204904845
2013,2,7,0.057190934257425
2013,3,7,0.131474334453073
2014,2,7,0.0570112660949646
2014,3,7,0.139548970828578
2015,2,7,0.0494891956556339
2015,3,7,0.102420032097444
2016,2,7,0.0548032541994916
2016,3,7,0.0929464779731856
2017,2,7,0.0386625987491085
2017,3,7,0.0801530737670247
2018,2,7,0.035107706273124
2018,3,7,0.0731839322276289
2019,2,7,0.0331046105800491
2019,3,7,0.0673251172815225
2020,2,7,0.0299785120182623
2020,3,7,0.0601917325841186
2021,2,7,0.0387234826478374
2021,3,7,0.0622847944307956
1974,2,8,0.070921592942501
1975,2,8,0.0878086387331887
1976,2,8,0.0804689181968237
1977,2,8,0.0870682532690971
1978,2,8,0.126117812398065
1979,2,8,0.130401218407257
1980,2,8,0.167302605833261
1981,2,8,0.136575263779861
1982,2,8,0.125909130224467
1983,2,8,0.133162711936334
1984,2,8,0.119545704088006
1985,2,8,0.103360024496437
1986,2,8,0.0841516068393064
1987,2,8,0.0707360067919842
1988,2,8,0.0727391893414264
1989,2,8,0.0649328992972425
1990,2,8,0.0457483754505734
1991,2,8,0.0342578134588106
1992,2,8,0.02999433270976
1993,2,8,0.0480116037892934
1994,2,8,0.0539990185386895
1995,2,8,0.0624613339514881
1996,2,8,0.0494211941420981
1997,2,8,0.0460267458515726
1998,2,8,0.034643894529715
1999,2,8,0.0383623133336143
2000,2,8,0.0755576471139072
2001,2,8,0.0822665181933871
2002,2,8,0.0874220631349024
2003,2,8,0.056198599042953
2004,2,8,0.0465832772736946
2005,2,8,0.0530920383053861
2006,2,8,0.0617829564543223
2007,2,8,0.0535072829698071
2008,2,8,0.0714493314380482
2009,2,8,0.0852732980411966
2010,2,8,0.097297753627035
2011,2,8,0.0960653751286245
2012,2,8,0.0556303528909255
2013,2,8,0.0503421842040356
2014,2,8,0.0505202919676459
2015,2,8,0.0454988964430387
2016,2,8,0.0472915911279205
2017,2,8,0.0346589807729946
2018,2,8,0.0279391505861393
2019,2,8,0.0291942349841505
2020,2,8,0.0290200562076208
2021,2,8,0.03225643262421
